,CURR_TYPE,DATES,RATES
3146,GBP,2015-01-14,0.55029
3147,EUR,2015-01-14,0.70977
3148,USD,2015-01-13,0.83572
3149,INR,2015-01-13,51.851
3150,GBP,2015-01-13,0.55093
3151,EUR,2015-01-13,0.70932
3152,USD,2015-01-12,0.84056
3153,INR,2015-01-12,52.252
3154,GBP,2015-01-12,0.5548
3155,EUR,2015-01-12,0.7121
3156,USD,2015-01-09,0.84602
3157,INR,2015-01-09,52.727
3158,GBP,2015-01-09,0.55855
3159,EUR,2015-01-09,0.71618
3160,USD,2015-01-09,0.84602
3161,INR,2015-01-09,52.727
3162,GBP,2015-01-09,0.55855
3163,EUR,2015-01-09,0.71618
3164,USD,2015-01-09,0.84602
3165,INR,2015-01-09,52.727
3166,GBP,2015-01-09,0.55855
3167,EUR,2015-01-09,0.71618
3168,USD,2015-01-08,0.84631
3169,INR,2015-01-08,52.952
3170,GBP,2015-01-08,0.56174
3171,EUR,2015-01-08,0.71917
3172,USD,2015-01-07,0.84531
3173,INR,2015-01-07,53.402
3174,GBP,2015-01-07,0.55895
3175,EUR,2015-01-07,0.71449
3176,USD,2015-01-06,0.85015
3177,INR,2015-01-06,54.046
3178,GBP,2015-01-06,0.55958
3179,EUR,2015-01-06,0.71357
3180,USD,2015-01-05,0.84859
3181,INR,2015-01-05,53.854
3182,GBP,2015-01-05,0.55744
3183,EUR,2015-01-05,0.7122
3184,USD,2015-01-02,0.856
3185,INR,2015-01-02,54.233
3186,GBP,2015-01-02,0.55441
3187,EUR,2015-01-02,0.71078
3188,USD,2015-01-02,0.856
3189,INR,2015-01-02,54.233
3190,GBP,2015-01-02,0.55441
3191,EUR,2015-01-02,0.71078
3192,USD,2015-01-02,0.856
3193,INR,2015-01-02,54.233
3194,GBP,2015-01-02,0.55441
3195,EUR,2015-01-02,0.71078
3196,USD,2014-12-31,0.86333
3197,INR,2014-12-31,54.554
3198,GBP,2014-12-31,0.55386
3199,EUR,2014-12-31,0.71109
3200,USD,2014-12-31,0.86333
3201,INR,2014-12-31,54.554
3202,GBP,2014-12-31,0.55386
3203,EUR,2014-12-31,0.71109
3204,USD,2014-12-30,0.86046
3205,INR,2014-12-30,54.606
3206,GBP,2014-12-30,0.55357
3207,EUR,2014-12-30,0.70761
3208,USD,2014-12-29,0.85997
3209,INR,2014-12-29,54.76
3210,GBP,2014-12-29,0.55292
3211,EUR,2014-12-29,0.70507
3212,USD,2014-12-24,0.86268
3213,INR,2014-12-24,54.758
3214,GBP,2014-12-24,0.55528
3215,EUR,2014-12-24,0.70602
3216,USD,2014-12-24,0.86268
3217,INR,2014-12-24,54.758
3218,GBP,2014-12-24,0.55528
3219,EUR,2014-12-24,0.70602
3220,USD,2014-12-24,0.86268
3221,INR,2014-12-24,54.758
3222,GBP,2014-12-24,0.55528
3223,EUR,2014-12-24,0.70602
3224,USD,2014-12-24,0.86268
3225,INR,2014-12-24,54.758
3226,GBP,2014-12-24,0.55528
3227,EUR,2014-12-24,0.70602
3228,USD,2014-12-24,0.86268
3229,INR,2014-12-24,54.758
3230,GBP,2014-12-24,0.55528
3231,EUR,2014-12-24,0.70602
3232,USD,2014-12-23,0.85928
3233,INR,2014-12-23,54.386
3234,GBP,2014-12-23,0.55351
3235,EUR,2014-12-23,0.70358
3236,USD,2014-12-22,0.85986
3237,INR,2014-12-22,54.343
3238,GBP,2014-12-22,0.55054
3239,EUR,2014-12-22,0.70141
3240,USD,2014-12-19,0.86235
3241,INR,2014-12-19,54.591
3242,GBP,2014-12-19,0.55109
3243,EUR,2014-12-19,0.7023
3244,USD,2014-12-19,0.86235
3245,INR,2014-12-19,54.591
3246,GBP,2014-12-19,0.55109
3247,EUR,2014-12-19,0.7023
3248,USD,2014-12-19,0.86235
3249,INR,2014-12-19,54.591
3250,GBP,2014-12-19,0.55109
3251,EUR,2014-12-19,0.7023
3252,USD,2014-12-18,0.86223
3253,INR,2014-12-18,54.377
3254,GBP,2014-12-18,0.55201
3255,EUR,2014-12-18,0.70185
3256,USD,2014-12-17,0.85955
3257,INR,2014-12-17,54.687
3258,GBP,2014-12-17,0.54771
3259,EUR,2014-12-17,0.69051
3260,USD,2014-12-16,0.85799
3261,INR,2014-12-16,54.901
3262,GBP,2014-12-16,0.5451
3263,EUR,2014-12-16,0.68437
3264,USD,2014-12-15,0.8625
3265,INR,2014-12-15,54.544
3266,GBP,2014-12-15,0.55084
3267,EUR,2014-12-15,0.69411
3268,USD,2014-12-12,0.86356
3269,INR,2014-12-12,53.942
3270,GBP,2014-12-12,0.5497
3271,EUR,2014-12-12,0.69363
3272,USD,2014-12-12,0.86356
3273,INR,2014-12-12,53.942
3274,GBP,2014-12-12,0.5497
3275,EUR,2014-12-12,0.69363
3276,USD,2014-12-12,0.86356
3277,INR,2014-12-12,53.942
3278,GBP,2014-12-12,0.5497
3279,EUR,2014-12-12,0.69363
3280,USD,2014-12-11,0.87025
3281,INR,2014-12-11,54.313
3282,GBP,2014-12-11,0.55507
3283,EUR,2014-12-11,0.70023
3284,USD,2014-12-10,0.87354
3285,INR,2014-12-10,54.225
3286,GBP,2014-12-10,0.55671
3287,EUR,2014-12-10,0.70492
3288,USD,2014-12-09,0.87315
3289,INR,2014-12-09,54.103
3290,GBP,2014-12-09,0.55778
3291,EUR,2014-12-09,0.70592
3292,USD,2014-12-08,0.87389
3293,INR,2014-12-08,54.111
3294,GBP,2014-12-08,0.55928
3295,EUR,2014-12-08,0.71291
3296,USD,2014-12-05,0.87767
3297,INR,2014-12-05,54.227
3298,GBP,2014-12-05,0.55953
3299,EUR,2014-12-05,0.70998
3300,USD,2014-12-05,0.87767
3301,INR,2014-12-05,54.227
3302,GBP,2014-12-05,0.55953
3303,EUR,2014-12-05,0.70998
3304,USD,2014-12-05,0.87767
3305,INR,2014-12-05,54.227
3306,GBP,2014-12-05,0.55953
3307,EUR,2014-12-05,0.70998
3308,USD,2014-12-04,0.87948
3309,INR,2014-12-04,54.441
3310,GBP,2014-12-04,0.56158
3311,EUR,2014-12-04,0.71439
3312,USD,2014-12-03,0.87865
3313,INR,2014-12-03,54.31
3314,GBP,2014-12-03,0.56021
3315,EUR,2014-12-03,0.71256
3316,USD,2014-12-02,0.87958
3317,INR,2014-12-02,54.43
3318,GBP,2014-12-02,0.56184
3319,EUR,2014-12-02,0.70796
3320,USD,2014-12-01,0.8773
3321,INR,2014-12-01,54.426
3322,GBP,2014-12-01,0.55773
3323,EUR,2014-12-01,0.70358
3324,USD,2014-11-28,0.87742
3325,INR,2014-11-28,54.507
3326,GBP,2014-11-28,0.55901
3327,EUR,2014-11-28,0.70289
3328,USD,2014-11-28,0.87742
3329,INR,2014-11-28,54.507
3330,GBP,2014-11-28,0.55901
3331,EUR,2014-11-28,0.70289
3332,USD,2014-11-28,0.87742
3333,INR,2014-11-28,54.507
3334,GBP,2014-11-28,0.55901
3335,EUR,2014-11-28,0.70289
3336,USD,2014-11-27,0.88895
3337,INR,2014-11-27,55.004
3338,GBP,2014-11-27,0.56414
3339,EUR,2014-11-27,0.7123
3340,USD,2014-11-26,0.88746
3341,INR,2014-11-26,54.889
3342,GBP,2014-11-26,0.56267
3343,EUR,2014-11-26,0.71139
3344,USD,2014-11-25,0.88724
3345,INR,2014-11-25,54.913
3346,GBP,2014-11-25,0.56624
3347,EUR,2014-11-25,0.71413
3348,USD,2014-11-24,0.8889
3349,INR,2014-11-24,55.031
3350,GBP,2014-11-24,0.56701
3351,EUR,2014-11-24,0.71628
3352,USD,2014-11-21,0.88811
3353,INR,2014-11-21,54.757
3354,GBP,2014-11-21,0.56631
3355,EUR,2014-11-21,0.71495
3356,USD,2014-11-21,0.88811
3357,INR,2014-11-21,54.757
3358,GBP,2014-11-21,0.56631
3359,EUR,2014-11-21,0.71495
3360,USD,2014-11-21,0.88811
3361,INR,2014-11-21,54.757
3362,GBP,2014-11-21,0.56631
3363,EUR,2014-11-21,0.71495
3364,USD,2014-11-20,0.88303
3365,INR,2014-11-20,54.686
3366,GBP,2014-11-20,0.56261
3367,EUR,2014-11-20,0.70423
3368,USD,2014-11-19,0.88113
3369,INR,2014-11-19,54.625
3370,GBP,2014-11-19,0.5621
3371,EUR,2014-11-19,0.70294
3372,USD,2014-11-18,0.88563
3373,INR,2014-11-18,54.689
3374,GBP,2014-11-18,0.56575
3375,EUR,2014-11-18,0.70771
3376,USD,2014-11-17,0.88417
3377,INR,2014-11-17,54.666
3378,GBP,2014-11-17,0.56527
3379,EUR,2014-11-17,0.70756
3380,USD,2014-11-14,0.87856
3381,INR,2014-11-14,54.309
3382,GBP,2014-11-14,0.56122
3383,EUR,2014-11-14,0.70646
3384,USD,2014-11-14,0.87856
3385,INR,2014-11-14,54.309
3386,GBP,2014-11-14,0.56122
3387,EUR,2014-11-14,0.70646
3388,USD,2014-11-14,0.87856
3389,INR,2014-11-14,54.309
3390,GBP,2014-11-14,0.56122
3391,EUR,2014-11-14,0.70646
3392,USD,2014-11-13,0.88272
3393,INR,2014-11-13,54.304
3394,GBP,2014-11-13,0.5607
3395,EUR,2014-11-13,0.70867
3396,USD,2014-11-12,0.88362
3397,INR,2014-11-12,54.281
3398,GBP,2014-11-12,0.55851
3399,EUR,2014-11-12,0.70877
3400,USD,2014-11-11,0.87802
3401,INR,2014-11-11,54.038
3402,GBP,2014-11-11,0.55378
3403,EUR,2014-11-11,0.70671
3404,USD,2014-11-10,0.88403
3405,INR,2014-11-10,54.372
3406,GBP,2014-11-10,0.55593
3407,EUR,2014-11-10,0.70801
3408,USD,2014-11-07,0.87472
3409,INR,2014-11-07,53.914
3410,GBP,2014-11-07,0.55294
3411,EUR,2014-11-07,0.70582
3412,USD,2014-11-07,0.87472
3413,INR,2014-11-07,53.914
3414,GBP,2014-11-07,0.55294
3415,EUR,2014-11-07,0.70582
3416,USD,2014-11-07,0.87472
3417,INR,2014-11-07,53.914
3418,GBP,2014-11-07,0.55294
3419,EUR,2014-11-07,0.70582
3420,USD,2014-11-06,0.87648
3421,INR,2014-11-06,53.888
3422,GBP,2014-11-06,0.55049
3423,EUR,2014-11-06,0.70023
3424,USD,2014-11-05,0.87389
3425,INR,2014-11-05,53.743
3426,GBP,2014-11-05,0.54919
3427,EUR,2014-11-05,0.70023
3428,USD,2014-11-04,0.87596
3429,INR,2014-11-04,53.788
3430,GBP,2014-11-04,0.54732
3431,EUR,2014-11-04,0.69999
3432,USD,2014-11-03,0.88603
3433,INR,2014-11-03,54.406
